"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","NumberOfReferrals","PercentageOfReferrals"
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d",119,1.179
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d",150,1.466
"Q4 2023/2024","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","",7,0.507
"Q1 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","",9,0.628
"Q2 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","",9,0.621
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","",15,1.097
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","",18,1.308
"Q4 2023/2024","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","",47,1.178
"Q1 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","",47,1.274
"Q2 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","",39,1.021
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","",33,0.884
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","",63,1.638
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","",276,4.967
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","",8,14.815
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","",248,4.75
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","",4,7.143
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","",171,3.209
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","",5,11.628
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","",159,3.186
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","",2,4.082
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","",210,4.19
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","",4,10.526
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d",427,3.908
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d",24,2.634
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d",391,3.78
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d",22,1.966
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d",291,2.746
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d",36,3.55
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d",264,2.616
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d",14,1.615
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d",320,3.127
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d",17,2.155
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","",28,2.029
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","",3,2.308
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","",21,1.466
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","",6,3.593
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","",15,1.035
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","",5,3.448
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","",14,1.024
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","",1,0.847
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","",18,1.308
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","",3,2.459
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","",123,3.083
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","",13,1.788
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","",122,3.306
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","",12,1.339
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","",105,2.749
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","",26,3.148
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","",91,2.437
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","",11,1.571
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","",92,2.393
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","",10,1.59
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","",452,8.134
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","",435,8.332
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","",454,8.519
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","",407,8.155
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","",322,6.425
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d",991,9.07
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d",885,8.557
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d",877,8.276
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d",987,9.78
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d",696,6.802
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","",111,8.043
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","",117,8.17
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","",97,6.694
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","",82,5.999
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","",57,4.142
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","",428,10.73
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","",333,9.024
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","",326,8.536
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","",498,13.337
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","",317,8.244
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","",390,7.018
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","",22,40.741
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","",312,5.976
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","",17,30.357
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","",399,7.487
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","",14,32.558
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","",299,5.991
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","",17,34.694
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","",340,6.784
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","",5,13.158
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d",825,7.551
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d",283,31.065
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d",687,6.642
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d",351,31.367
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d",798,7.53
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d",287,28.304
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d",666,6.599
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d",262,30.219
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d",729,7.124
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d",232,29.404
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","",98,7.101
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","",30,23.077
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","",105,7.332
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","",60,35.928
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","",109,7.522
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","",61,42.069
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","",86,6.291
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","",43,36.441
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","",89,6.468
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","",40,32.787
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","",337,8.448
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","",231,31.774
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","",270,7.317
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","",274,30.58
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","",290,7.594
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","",212,25.666
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","",281,7.525
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","",202,28.857
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","",300,7.802
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","",187,29.73
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","",490,8.818
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","",4,7.407
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","",508,9.73
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","",7,12.5
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","",518,9.72
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","",4,9.302
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","",517,10.359
